Time, V_PhaseA_RMS, V_PhaseA_Mag, V_PhaseA_Pha, V_PhaseB_RMS, V_PhaseB_Mag, V_PhaseB_Pha, V_PhaseC_RMS, V_PhaseC_Mag, V_PhaseC_Pha, V_Neutral_RMS, V_Neutral_Mag, V_Neutral_Pha
2019 Aug 19 (Mon) 0:00, 228.244, 322.786, -3.48368, 226.597, 320.457, -124.727, 226.547, 320.386, 115.307, 0.455716, 0.64448, -25.2036, 
2019 Aug 19 (Mon) 0:30, 228.261, 322.809, -3.16024, 226.592, 320.45, -124.408, 228.233, 322.77, 116.84, 0.0957488, 0.135409, 79.4342, 
2019 Aug 19 (Mon) 1:00, 231.692, 327.661, -2.99481, 231.692, 327.661, -122.995, 231.691, 327.661, 117.005, 5.88682e-08, 8.32522e-08, -96.8191, 
2019 Aug 19 (Mon) 1:30, 232.02, 328.126, -2.76197, 232.02, 328.126, -122.762, 232.02, 328.126, 117.238, 5.90706e-08, 8.35384e-08, -96.5289, 
2019 Aug 19 (Mon) 2:00, 229.73, 324.887, -2.61294, 229.73, 324.887, -122.613, 229.73, 324.887, 117.387, 5.83268e-08, 8.24865e-08, -96.1184, 
2019 Aug 19 (Mon) 2:30, 232.395, 328.656, -2.56508, 232.395, 328.656, -122.565, 232.395, 328.656, 117.435, 5.92755e-08, 8.38282e-08, -96.2954, 
2019 Aug 19 (Mon) 3:00, 233.091, 329.64, -2.59418, 233.091, 329.64, -122.594, 233.091, 329.64, 117.406, 5.95047e-08, 8.41524e-08, -96.3956, 
2019 Aug 19 (Mon) 3:30, 232.29, 328.508, -2.6498, 232.29, 328.508, -122.65, 232.29, 328.508, 117.35, 5.92041e-08, 8.37272e-08, -96.3995, 
2019 Aug 19 (Mon) 4:00, 231.414, 327.269, -2.56849, 231.414, 327.269, -122.569, 231.414, 327.269, 117.431, 5.89305e-08, 8.33403e-08, -96.2105, 
2019 Aug 19 (Mon) 4:30, 230.316, 325.716, -2.73831, 230.316, 325.716, -122.738, 230.316, 325.716, 117.262, 5.84844e-08, 8.27095e-08, -96.3447, 
2019 Aug 19 (Mon) 5:00, 230.994, 326.675, -2.9101, 230.994, 326.675, -122.91, 230.994, 326.675, 117.09, 5.86592e-08, 8.29566e-08, -96.6367, 
2019 Aug 19 (Mon) 5:30, 231.178, 326.935, -3.3765, 231.178, 326.935, -123.377, 231.178, 326.935, 116.623, 5.85544e-08, 8.28085e-08, -97.294, 
2019 Aug 19 (Mon) 6:00, 230.685, 326.237, -3.6542, 230.685, 326.237, -123.654, 230.685, 326.237, 116.346, 5.82758e-08, 8.24144e-08, -97.6268, 
2019 Aug 19 (Mon) 6:30, 225.562, 318.992, -3.66942, 225.562, 318.992, -123.669, 225.561, 318.992, 116.331, 5.64993e-08, 7.99021e-08, -97.1889, 
2019 Aug 19 (Mon) 7:00, 226.29, 320.022, -4.00112, 226.29, 320.022, -124.001, 226.29, 320.022, 115.999, 5.66324e-08, 8.00903e-08, -97.7107, 
2019 Aug 19 (Mon) 7:30, 225.041, 318.255, -4.26854, 225.041, 318.256, -124.269, 225.04, 318.255, 115.731, 5.6114e-08, 7.93572e-08, -97.9688, 
2019 Aug 19 (Mon) 8:00, 225.796, 319.324, -4.21796, 225.796, 319.324, -124.218, 225.796, 319.324, 115.782, 5.63914e-08, 7.97494e-08, -97.965, 
2019 Aug 19 (Mon) 8:30, 224.82, 317.944, -3.78965, 224.82, 317.944, -123.79, 224.82, 317.943, 116.21, 5.62021e-08, 7.94817e-08, -97.2819, 
2019 Aug 19 (Mon) 9:00, 225.101, 318.341, -3.7459, 225.101, 318.341, -123.746, 225.101, 318.341, 116.254, 5.63064e-08, 7.96293e-08, -97.2486, 
2019 Aug 19 (Mon) 9:30, 227.563, 321.823, -3.7848, 227.563, 321.823, -123.785, 227.563, 321.822, 116.215, 5.71496e-08, 8.08217e-08, -97.5273, 
2019 Aug 19 (Mon) 10:00, 229.55, 324.632, -3.69401, 229.55, 324.632, -123.694, 229.55, 324.632, 116.306, 5.78743e-08, 8.18466e-08, -97.5859, 
2019 Aug 19 (Mon) 10:30, 230.904, 326.548, -3.56844, 230.904, 326.548, -123.568, 230.904, 326.548, 116.432, 5.83837e-08, 8.2567e-08, -97.5309, 
2019 Aug 19 (Mon) 11:00, 229.466, 324.514, -3.5652, 229.466, 324.514, -123.565, 229.466, 324.514, 116.435, 5.78872e-08, 8.18649e-08, -97.4015, 
2019 Aug 19 (Mon) 11:30, 229.282, 324.253, -3.69357, 229.282, 324.254, -123.694, 229.282, 324.253, 116.306, 5.77801e-08, 8.17134e-08, -97.5564, 
2019 Aug 19 (Mon) 12:00, 228.995, 323.849, -3.74596, 228.996, 323.849, -123.746, 228.995, 323.848, 116.254, 5.76607e-08, 8.15446e-08, -97.6041, 
2019 Aug 19 (Mon) 12:30, 227.578, 321.844, -3.71009, 227.578, 321.844, -123.71, 227.578, 321.844, 116.29, 5.71845e-08, 8.08711e-08, -97.435, 
2019 Aug 19 (Mon) 13:00, 230.313, 325.712, -3.89985, 230.313, 325.712, -123.9, 230.313, 325.712, 116.1, 5.80597e-08, 8.21087e-08, -97.9351, 
2019 Aug 19 (Mon) 13:30, 229.955, 325.206, -3.67396, 229.955, 325.206, -123.674, 229.955, 325.206, 116.326, 5.80173e-08, 8.20488e-08, -97.5922, 
2019 Aug 19 (Mon) 14:00, 227.246, 321.374, -3.55368, 227.246, 321.374, -123.554, 227.246, 321.374, 116.446, 5.71262e-08, 8.07887e-08, -97.1814, 
2019 Aug 19 (Mon) 14:30, 226.205, 319.902, -3.42042, 226.205, 319.902, -123.42, 226.205, 319.902, 116.58, 5.68158e-08, 8.03496e-08, -96.9072, 
2019 Aug 19 (Mon) 15:00, 229.922, 325.159, -3.8859, 229.922, 325.159, -123.886, 229.922, 325.158, 116.114, 5.79312e-08, 8.19271e-08, -97.8808, 
2019 Aug 19 (Mon) 15:30, 227.64, 321.932, -4.06064, 227.64, 321.932, -124.061, 227.64, 321.932, 115.939, 5.70824e-08, 8.07267e-08, -97.9204, 
2019 Aug 19 (Mon) 16:00, 228.543, 323.209, -4.40785, 228.543, 323.209, -124.408, 228.543, 323.209, 115.592, 5.72684e-08, 8.09897e-08, -98.4747, 
2019 Aug 19 (Mon) 16:30, 225.402, 318.767, -4.56395, 225.402, 318.767, -124.564, 225.402, 318.767, 115.436, 5.61329e-08, 7.9384e-08, -98.4091, 
2019 Aug 19 (Mon) 17:00, 224.708, 317.785, -5.08526, 224.708, 317.786, -125.085, 224.708, 317.785, 114.915, 5.57104e-08, 7.87863e-08, -99.0714, 
2019 Aug 19 (Mon) 17:30, 220.747, 312.183, -5.46436, 220.747, 312.184, -125.464, 220.747, 312.183, 114.536, 5.42249e-08, 7.66856e-08, -99.2374, 
2019 Aug 19 (Mon) 18:00, 218.369, 308.821, -5.94791, 218.369, 308.821, -125.948, 218.369, 308.821, 114.052, 5.32595e-08, 7.53203e-08, -99.6789, 
2019 Aug 19 (Mon) 18:30, 215.426, 304.658, -7.47558, 215.455, 304.699, -127.534, 215.532, 304.809, 112.517, 0.371959, 0.52603, -101.903, 
2019 Aug 19 (Mon) 19:00, 214.237, 302.976, -7.44855, 214.259, 303.008, -127.508, 214.343, 303.126, 112.543, 0.369142, 0.522046, -101.755, 
2019 Aug 19 (Mon) 19:30, 219.722, 310.734, -6.70338, 219.722, 310.734, -126.703, 219.722, 310.734, 113.297, 5.34626e-08, 7.56075e-08, -100.878, 
2019 Aug 19 (Mon) 20:00, 221.972, 313.915, -6.56755, 221.972, 313.916, -126.568, 221.972, 313.915, 113.432, 5.42724e-08, 7.67527e-08, -100.875, 
2019 Aug 19 (Mon) 20:30, 215.285, 304.459, -6.18037, 215.285, 304.459, -126.18, 215.285, 304.459, 113.82, 5.21202e-08, 7.37092e-08, -99.7147, 
2019 Aug 19 (Mon) 21:00, 218.797, 309.426, -6.25747, 218.797, 309.426, -126.258, 218.797, 309.425, 113.742, 5.32974e-08, 7.53739e-08, -100.168, 
2019 Aug 19 (Mon) 21:30, 219.387, 310.26, -5.98577, 219.387, 310.26, -125.986, 219.387, 310.26, 114.014, 5.35768e-08, 7.5769e-08, -99.8338, 
2019 Aug 19 (Mon) 22:00, 221.276, 312.932, -5.47806, 221.276, 312.932, -125.478, 221.276, 312.932, 114.522, 5.43967e-08, 7.69286e-08, -99.3098, 
2019 Aug 19 (Mon) 22:30, 222.256, 314.317, -5.08945, 222.256, 314.317, -125.09, 222.255, 314.317, 114.91, 5.48642e-08, 7.75897e-08, -98.851, 
2019 Aug 19 (Mon) 23:00, 223.908, 316.654, -4.54837, 223.909, 316.654, -124.548, 223.908, 316.654, 115.452, 5.56272e-08, 7.86687e-08, -98.2482, 
2019 Aug 19 (Mon) 23:30, 224.447, 317.416, -3.9514, 224.447, 317.416, -123.951, 224.447, 317.415, 116.049, 5.60138e-08, 7.92155e-08, -97.4786, 
2019 Aug 20 (Tue) 0:00, 228.253, 322.799, -3.47694, 228.254, 322.799, -123.477, 228.253, 322.799, 116.523, 5.7502e-08, 8.132e-08, -97.1709, 
